Branch_ID,City_Type,Staff_Count,Branch_Area_sqft,Marketing_Spend,ATM_Count,Population_Density,Competitor_Branches,Average_Income,Monthly_Revenue
BR_1330,Urban,32,4187,167256,14,22404,4,191364,516724
BR_1331,Suburban,8,2319,240408,6,18546,4,37607,268081
BR_1332,Suburban,20,3232,81377,14,11827,9,70883,253524
BR_1333,Urban,26,5666,65161,13,12938,6,26100,404507
BR_1334,Rural,16,5854,186078,10,2294,6,33310,315045
BR_1335,Rural,20,1716,168616,14,27154,8,199800,244280
BR_1336,Suburban,55,2870,32987,7,9240,7,63069,642592
BR_1337,Urban,44,4776,25239,6,8844,2,72740,642784
BR_1338,Suburban,42,2581,64785,8,3585,1,141888,659133
BR_1339,Urban,46,1138,43358,7,21764,0,34233,644343
BR_1340,Urban,41,2316,207522,13,12541,9,156568,464930
BR_1341,Urban,33,3670,239592,3,7427,5,120979,612069
BR_1342,Urban,22,4382,179500,1,28747,3,160246,475874
BR_1343,Rural,14,1714,29096,13,25196,2,171170,267706
BR_1344,Suburban,46,4090,67582,12,17620,10,81121,545693
BR_1345,Suburban,43,5370,208467,10,18578,10,134628,632981
BR_1346,Urban,22,2246,121494,4,11033,1,59421,376394
BR_1347,Urban,5,2179,283431,1,16154,1,196086,168535
BR_1348,Urban,43,2283,205582,3,18336,10,149586,540678
BR_1349,Rural,25,2874,43902,13,14199,3,71567,313316
BR_1350,Urban,5,1600,152844,11,14776,0,107163,187581
BR_1351,Rural,19,2046,204126,1,24727,5,174711,328337
BR_1352,Suburban,8,5759,146800,4,4931,9,97535,127258
BR_1353,Urban,24,3537,255576,5,16843,10,195583,345843
BR_1354,Suburban,14,4295,27213,10,25425,4,31073,286815
BR_1355,Urban,27,5634,297085,0,7699,9,131534,424875
BR_1356,Rural,45,4057,46855,14,27021,8,113541,596642
BR_1357,Rural,38,4677,21046,11,26655,1,108535,656165
BR_1358,Urban,50,1781,297053,7,23224,8,25019,697015
BR_1359,Urban,52,3276,230186,1,29321,8,39160,698050
BR_1360,Suburban,37,2888,114135,13,9636,9,176227,493728
BR_1361,Rural,38,3752,91255,4,3860,8,196161,497645
BR_1362,Urban,43,1811,232568,10,23945,9,196416,536826
BR_1363,Suburban,14,4264,240214,7,19314,9,57398,227974
BR_1364,Suburban,58,3550,266936,4,16989,3,86651,883410
BR_1365,Suburban,24,2926,255787,2,20318,4,153171,464566
BR_1366,Urban,5,5612,292496,5,17237,7,140194,268892
BR_1367,Suburban,17,4661,291367,0,6367,7,186395,351706
BR_1368,Rural,5,3391,269048,0,15654,0,115980,248784
BR_1369,Urban,9,2273,70044,7,4171,9,138866,83321
BR_1370,Urban,20,3321,105000,6,5294,0,53566,333282
BR_1371,Rural,19,1965,223074,9,15801,9,193427,255503
BR_1372,Urban,53,4122,77965,9,6747,5,67129,773390
BR_1373,Rural,32,1409,254466,10,6392,6,128661,387577
BR_1374,Urban,35,2983,89776,10,7238,1,74891,499714
BR_1375,Urban,27,3331,110932,2,4834,1,34982,476222
BR_1376,Rural,52,3661,175761,7,17435,4,126359,708138
BR_1377,Urban,49,5450,196251,10,14908,8,144075,756688
BR_1378,Suburban,47,2455,134773,14,28230,4,174659,693935
BR_1379,Urban,21,2555,232678,7,9116,7,78074,346700
BR_1380,Suburban,53,845,232243,13,4928,7,150277,686316
BR_1381,Urban,38,2059,201027,13,25809,4,57185,504851
BR_1382,Urban,17,5967,100260,0,24134,7,92325,276201
BR_1383,Rural,18,5438,75871,9,8494,7,146089,339049
BR_1384,Urban,15,4032,211750,6,3672,4,25584,288144
BR_1385,Suburban,32,2251,140773,1,10190,4,195018,441939
BR_1386,Urban,46,2918,80693,11,25828,3,142888,675250
BR_1387,Suburban,36,3367,94797,1,6350,0,155747,564931
BR_1388,Urban,39,2792,230087,1,3287,8,193030,546488
BR_1389,Rural,35,5808,297948,12,12918,1,72323,696998
BR_1390,Urban,21,3923,243853,4,18036,0,152276,454566
BR_1391,Urban,51,5964,211187,6,8610,5,138700,769132
BR_1392,Urban,13,3140,98363,3,11250,4,134318,236135
BR_1393,Urban,14,5707,127904,10,27177,10,167957,261804
BR_1394,Suburban,12,2288,134952,11,29850,0,183095,325397
BR_1395,Urban,25,2373,39477,3,8883,6,177241,303088
BR_1396,Rural,17,5762,298271,8,13170,6,39469,378816
BR_1397,Urban,54,3227,237790,13,23571,2,106340,810055
BR_1398,Urban,9,2566,46049,9,18514,7,128060,93753
BR_1399,Suburban,10,4349,32473,8,10044,5,163527,244349
BR_1400,Suburban,34,3109,233317,6,10302,3,166569,502910
BR_1401,Urban,35,5475,250582,13,29147,9,91598,502880
BR_1402,Urban,21,3204,33714,14,29935,9,185048,289458
BR_1403,Urban,15,2242,232875,9,4734,9,85698,208913
BR_1404,Suburban,24,5593,116988,14,27406,11,181173,427455
BR_1405,Suburban,52,2776,287280,3,27241,2,144190,801472
BR_1406,Urban,13,4773,118115,7,3066,0,177424,320105
BR_1407,Rural,6,3290,51516,9,6970,1,96602,134789
BR_1408,Rural,41,1525,65099,2,22172,1,185733,575197
BR_1409,Suburban,5,4603,33188,2,19701,10,177856,-3109
BR_1410,Rural,8,5181,257445,11,18668,4,128988,208121
BR_1411,Urban,40,4627,131073,6,25350,3,156031,612839
BR_1412,Urban,58,5465,25560,12,9794,1,184754,843914
BR_1413,Urban,29,4419,128763,10,6114,10,35914,339234
BR_1414,Urban,7,3687,235448,11,14834,8,64606,137692
BR_1415,Suburban,13,1297,61430,8,18431,6,190827,87239
BR_1416,Rural,26,4776,60397,12,28344,7,155596,415317
BR_1417,Urban,27,1504,227932,10,8138,7,94603,320076
BR_1418,Urban,16,5457,149189,3,23245,1,144756,466890
BR_1419,Urban,14,4927,45247,3,21643,4,168387,276705
BR_1420,Rural,38,4481,171015,0,12270,2,138462,574227
BR_1421,Urban,47,4938,190532,0,12498,9,164949,545654
BR_1422,Suburban,14,2716,61986,12,26226,8,147494,127808
BR_1423,Urban,34,2174,231980,13,5415,8,48038,429129
BR_1424,Urban,26,2645,87008,2,14595,5,150429,260417
BR_1425,Rural,10,5454,178027,11,29718,3,37869,286534
BR_1426,Rural,54,2236,90408,12,8450,7,37058,621932
BR_1427,Urban,6,5838,244155,6,27143,4,167089,254510
BR_1428,Rural,34,3890,164763,12,15410,2,113724,532651
BR_1429,Suburban,6,2170,286897,14,8164,10,28500,70294
BR_1430,Rural,36,2728,21833,8,9787,7,149541,386116
BR_1431,Urban,46,2436,255304,3,17924,11,117162,622939
BR_1432,Suburban,20,891,290789,1,14518,5,154798,286158
BR_1433,Urban,16,2643,256192,5,22449,4,93797,216289
BR_1434,Suburban,5,984,60024,5,2081,0,135633,43279
BR_1435,Urban,57,5623,268140,8,5005,2,77995,920008
BR_1436,Urban,12,5947,128853,14,10408,6,158053,281403
BR_1437,Urban,52,2371,231670,3,2334,2,107567,716855
BR_1438,Suburban,54,1631,160707,7,27134,0,78075,729270
BR_1439,Urban,17,5240,171136,12,13103,7,40876,338011
BR_1440,Suburban,19,2925,29940,13,27449,6,158054,199293
BR_1441,Rural,57,5062,260739,12,10944,4,95791,873169
BR_1442,Urban,48,1063,65200,2,13953,11,101285,464159
BR_1443,Suburban,12,2086,207401,1,27169,9,55214,194478
BR_1444,Urban,14,2329,180811,8,12943,4,119244,228662
BR_1445,Rural,50,2608,259354,14,25452,5,27019,777562
BR_1446,Urban,9,2677,168865,5,28254,6,127978,112613
BR_1447,Suburban,54,2549,103682,10,5897,2,196911,749871
BR_1448,Rural,23,2709,53677,7,26342,10,97516,238180
BR_1449,Rural,51,3423,178337,10,26485,11,68524,606566
BR_1450,Suburban,42,1997,20530,9,6648,11,165284,456289
BR_1451,Urban,15,3278,291695,8,11674,3,138518,295850
BR_1452,Suburban,57,5663,62987,0,19166,0,114022,885734
BR_1453,Rural,47,3310,258841,12,28710,6,133518,695290
BR_1454,Suburban,24,900,22781,0,21970,9,45592,167214
BR_1455,Urban,24,3887,37330,10,5794,1,188275,424953
BR_1456,Rural,25,2719,287401,4,27559,6,192515,500745
BR_1457,Suburban,22,3091,78642,8,17344,5,190619,384603
BR_1458,Suburban,54,4120,205321,6,14874,3,116931,816058
BR_1459,Urban,14,904,54956,6,7597,10,78848,62109
BR_1460,Suburban,38,1493,255439,1,9050,1,127841,613955
BR_1461,Urban,30,4040,297759,2,7051,6,69610,524513
BR_1462,Suburban,34,4291,283025,3,19126,6,54817,556661
BR_1463,Urban,13,5966,255975,1,6544,4,110348,248968
BR_1464,Suburban,50,5962,141265,9,14875,8,112524,638553
BR_1465,Rural,55,4192,147148,8,6355,2,167180,814220
BR_1466,Urban,35,5713,101850,4,21992,8,165291,524448
BR_1467,Rural,46,3068,115654,12,21655,4,143237,623183
BR_1468,Urban,59,4583,191003,6,20894,1,181389,916749
BR_1469,Rural,8,4312,31320,10,10285,8,28881,51614
BR_1470,Suburban,10,1689,85125,8,15308,0,67202,207816
BR_1471,Suburban,18,1589,242172,4,24439,0,176808,363704
BR_1472,Suburban,8,5448,255077,14,19759,6,81623,182553
BR_1473,Rural,30,5739,137296,5,27707,2,84434,566580
BR_1474,Urban,51,1458,145355,3,4516,7,167181,540080
BR_1475,Urban,52,1818,212930,13,24622,6,113979,725942
BR_1476,Suburban,43,2753,31780,7,15155,10,96185,482069
BR_1477,Rural,21,1990,221417,0,18474,6,84056,290229
BR_1478,Suburban,23,4506,132696,0,17403,0,82937,420487
BR_1479,Suburban,55,4457,126075,4,3479,0,101567,765098
BR_1480,Urban,53,5646,273731,9,19338,11,188075,717924
BR_1481,Rural,10,3096,153001,8,29007,1,30508,310363
BR_1482,Urban,33,1574,142636,1,10214,1,193857,472054
BR_1483,Suburban,15,3611,31116,10,28301,10,86155,166734
BR_1484,Urban,20,2180,239026,14,14310,4,98658,295413
BR_1485,Urban,34,3982,229708,2,21689,8,49509,480278
BR_1486,Urban,29,5587,43867,7,20105,6,50497,434153
BR_1487,Urban,44,5614,21208,4,28016,1,170490,707761
BR_1488,Suburban,15,5129,195157,2,23836,4,84383,345245
BR_1489,Urban,11,3897,103748,5,28726,4,155053,266775
BR_1490,Urban,30,2204,162324,5,4547,7,68159,399931
BR_1491,Urban,26,4601,105261,13,6923,8,71814,415389
BR_1492,Urban,29,5901,264443,4,18572,7,131246,519734
BR_1493,Urban,23,2169,240667,4,18207,1,32945,443601
BR_1494,Urban,35,2864,52171,5,2459,3,142926,447643
BR_1495,Suburban,30,3092,48517,1,4236,1,157565,507182
BR_1496,Suburban,46,3565,175346,5,22830,5,141265,642925
BR_1497,Suburban,45,3617,47648,1,2580,3,191268,630053
BR_1498,Urban,40,1516,277471,2,20545,6,36187,536116
BR_1499,Urban,27,4840,229691,1,16439,1,41696,529272
BR_1500,Rural,51,2511,69647,0,6715,8,64454,590022
BR_1501,Suburban,17,2025,20424,11,28107,4,143763,165792
BR_1502,Urban,29,808,202971,0,27944,0,197917,489091
BR_1503,Urban,6,1397,46641,8,12626,11,168452,-26021
BR_1504,Urban,6,4918,174226,12,29567,10,46602,123325
BR_1505,Urban,20,2408,199238,3,7897,2,42619,311594
BR_1506,Urban,13,3831,34546,4,21286,3,98298,225167
BR_1507,Suburban,32,4467,192596,9,29106,2,183926,534236
BR_1508,Suburban,17,3046,21304,13,10664,5,167297,208585
BR_1509,Suburban,39,4426,142722,14,19242,5,156027,555686
BR_1510,Suburban,45,4871,108327,6,13181,9,70628,570524
BR_1511,Rural,17,3622,292166,14,20824,10,60171,308504
BR_1512,Suburban,35,891,226958,1,13898,6,63789,416192
BR_1513,Rural,25,1650,97354,11,3712,8,81572,237552
BR_1514,Urban,36,1907,140045,10,18899,9,103019,426704
BR_1515,Urban,58,1099,209896,9,9355,8,115373,651759
BR_1516,Urban,38,3143,143780,8,12585,6,92905,544258
BR_1517,Suburban,12,2277,221462,11,19759,10,158539,119479
BR_1518,Rural,45,5896,54307,3,25068,0,57241,749385
BR_1519,Urban,52,1882,267659,9,5669,2,198966,785713
BR_1520,Rural,6,3756,280956,9,16382,4,144115,189463
BR_1521,Urban,42,3718,139645,12,17436,9,104143,504993
BR_1522,Rural,36,2165,285388,12,20774,11,190099,434136
BR_1523,Urban,58,3600,45090,0,5262,10,59822,660441
BR_1524,Urban,44,4336,131559,7,6638,5,172989,612192
BR_1525,Urban,32,4751,119895,3,4866,5,42907,476351
BR_1526,Urban,41,2909,142641,6,26232,4,199218,614245
BR_1527,Urban,45,1575,289999,2,11251,5,191429,615261
BR_1528,Urban,5,2252,273555,10,10948,8,193259,49846
BR_1529,Rural,45,2481,269502,11,21879,0,64512,780108
BR_1530,Suburban,14,3103,278845,8,24878,0,110656,397742
BR_1531,Urban,59,2651,131113,14,2187,8,30357,652492
BR_1532,Suburban,8,2697,32521,12,12573,7,151292,81294
BR_1533,Suburban,39,4218,120146,4,22962,8,166050,561358
BR_1534,Urban,14,4397,227091,4,26477,6,38616,270783
BR_1535,Urban,51,2127,164776,2,21098,9,99759,656470
BR_1536,Urban,15,1414,78933,10,9408,5,123273,143352
BR_1537,Urban,18,1044,91101,8,18679,8,141694,199193
BR_1538,Suburban,42,1556,63856,2,5533,1,34422,456085
BR_1539,Urban,16,1623,57256,1,6140,3,164674,254553
BR_1540,Suburban,49,3627,278660,10,6042,1,35497,694802
BR_1541,Suburban,21,4607,141638,12,28618,5,146482,432322
BR_1542,Urban,20,3579,258282,8,22654,0,72229,407224
BR_1543,Suburban,39,2646,284071,11,21435,6,93628,651068
BR_1544,Urban,6,2040,290445,11,23849,6,93127,174545
BR_1545,Rural,15,5411,106849,8,9733,6,125806,317944
BR_1546,Urban,45,1273,225065,9,16676,3,44476,623155
BR_1547,Rural,7,4931,177871,11,28376,7,97597,146212
BR_1548,Suburban,33,4049,240712,12,8005,4,106697,496080
BR_1549,Urban,22,2592,23255,3,7870,1,92209,352385
BR_1550,Suburban,24,2534,184898,3,5904,4,116200,480934
BR_1551,Rural,51,5725,287088,12,17467,11,88575,774495
BR_1552,Suburban,18,5988,293989,10,13973,9,32308,358081
BR_1553,Rural,38,4742,236879,9,16208,8,134941,599557
BR_1554,Rural,53,1744,257079,14,4261,9,58267,649658
BR_1555,Urban,58,2311,75569,12,28098,0,123629,813089
BR_1556,Urban,35,4881,101434,12,15045,10,54224,452405
BR_1557,Suburban,44,5326,230997,5,19804,1,145721,733960
BR_1558,Urban,46,1658,264790,8,25077,9,91423,591545
BR_1559,Rural,22,4360,282888,7,16508,7,132491,406138
BR_1560,Rural,34,1029,72082,9,26680,4,101768,436289
BR_1561,Urban,29,3217,99072,2,18862,11,58696,307252
BR_1562,Urban,23,977,85711,5,23902,8,85312,224965
BR_1563,Suburban,12,4728,285361,14,8577,5,94939,288778
BR_1564,Urban,32,3415,132000,12,8785,7,39992,428069
BR_1565,Rural,12,2413,27034,6,10884,11,164062,45503
BR_1566,Urban,35,3640,36263,14,5038,0,69215,552142
BR_1567,Suburban,7,3747,201171,14,29545,8,107544,106928
BR_1568,Urban,7,2574,225384,5,2193,8,29344,118747
BR_1569,Suburban,48,5870,95348,2,28065,2,76523,806998
BR_1570,Urban,26,4671,105275,13,18442,0,177155,563928
BR_1571,Suburban,21,881,271011,13,20270,7,180706,291134
BR_1572,Urban,40,1645,42231,13,13801,7,161188,477454
BR_1573,Suburban,21,3609,198803,12,22957,11,84660,289451
BR_1574,Rural,18,2016,161840,12,23606,8,132773,279042
BR_1575,Urban,55,5513,210409,8,4580,5,66646,793495
BR_1576,Urban,13,4060,267457,3,28544,8,29610,293522
BR_1577,Urban,34,3945,269130,1,14879,11,85519,371247
BR_1578,Suburban,25,3063,70697,8,14245,9,62265,327004
BR_1579,Suburban,16,3137,31357,2,15633,8,159924,189655
BR_1580,Suburban,41,1244,176018,5,23028,11,122222,426157
BR_1581,Urban,36,1722,237496,4,13277,3,44788,543833
BR_1582,Urban,15,5088,91038,13,9623,10,32724,259742
BR_1583,Suburban,24,5184,75149,12,2220,4,74725,348620
BR_1584,Urban,39,3430,25566,14,2875,5,71026,455935
BR_1585,Rural,57,1967,142474,1,13654,5,166069,663068
BR_1586,Urban,51,4763,71408,0,29301,9,74588,628998
BR_1587,Suburban,50,4241,269070,8,3196,1,35695,751542
BR_1588,Urban,15,4312,268089,2,21093,3,68422,360110
BR_1589,Urban,56,1695,203501,6,21115,11,88442,653924
BR_1590,Suburban,12,5815,238422,8,18719,8,157470,224514
BR_1591,Suburban,8,4522,132312,8,10416,6,133050,193436
BR_1592,Rural,31,2860,255364,11,25398,8,98227,460861
BR_1593,Urban,48,3834,27509,9,16370,5,101479,640021
BR_1594,Urban,44,3187,238924,5,3247,10,104462,510993
BR_1595,Suburban,42,2697,262225,7,26564,6,85273,689852
BR_1596,Suburban,51,2599,244350,8,29266,8,70817,711570
BR_1597,Urban,34,5207,229836,2,22341,11,86171,433419
BR_1598,Urban,48,3580,228222,5,15250,3,168185,659387
BR_1599,Urban,52,1927,275117,4,9111,8,186206,629699
BR_1600,Rural,52,1138,83305,6,22973,2,159338,689577
BR_1601,Urban,31,5254,54407,6,3886,11,162480,420950
BR_1602,Urban,25,1972,127277,8,2310,10,39842,220165
BR_1603,Urban,56,3608,230590,0,12760,11,167208,635012
BR_1604,Urban,24,5663,150204,5,19988,7,159569,418603
BR_1605,Urban,8,3829,161320,4,24043,2,86415,235386
BR_1606,Suburban,15,2889,292659,3,22366,2,46340,362509
BR_1607,Urban,17,5097,161902,9,26944,2,190814,391885
BR_1608,Rural,13,3817,145496,11,5546,8,132362,179781
BR_1609,Urban,8,5359,225155,10,23225,9,120330,249576
BR_1610,Suburban,16,1248,248170,13,24558,2,93070,340399
BR_1611,Rural,13,5808,41058,0,7351,5,81725,260127
BR_1612,Suburban,17,5693,248845,3,26401,10,72018,236808
BR_1613,Suburban,52,1593,260035,9,19381,3,147907,728727
BR_1614,Urban,30,1236,58872,10,2496,1,60985,434753
BR_1615,Urban,42,5426,74971,6,24069,11,85341,497970
BR_1616,Suburban,46,5460,43306,3,19347,11,114249,558467
BR_1617,Rural,17,2420,65693,0,12196,2,104712,273550
BR_1618,Suburban,43,4301,113366,9,3198,4,44075,616981
BR_1619,Suburban,32,3719,245449,0,12537,9,146229,430215
BR_1620,Suburban,23,5108,158519,0,7910,3,175798,442641
BR_1621,Urban,28,1748,171343,10,7484,4,26555,406063
BR_1622,Urban,23,4744,138469,9,15397,11,172731,264463
BR_1623,Suburban,53,1927,236582,4,2576,10,151562,589209
BR_1624,Rural,17,991,243117,6,21544,0,187038,352984
BR_1625,Urban,17,4812,123434,8,2053,3,181995,384071
BR_1626,Suburban,32,4560,207915,7,17989,10,93625,487751
BR_1627,Urban,57,4530,278180,1,13624,9,98114,757302
BR_1628,Suburban,6,2203,76467,8,17835,2,147656,118374
BR_1629,Urban,14,2790,131414,3,2228,1,184039,256840
BR_1630,Urban,26,1904,63086,11,27354,6,141292,394066
BR_1631,Suburban,17,5600,106624,9,18190,9,48185,272942
BR_1632,Urban,13,1348,101144,14,14022,8,196564,133388
BR_1633,Suburban,37,4248,20638,10,2984,0,153877,528886
BR_1634,Suburban,18,2661,214006,4,14660,11,199099,215338
BR_1635,Rural,52,5049,67234,11,27044,6,59594,663535
BR_1636,Urban,24,1370,199119,10,20851,10,148126,217747
BR_1637,Urban,19,2584,130406,4,12041,11,42754,194474
BR_1638,Urban,36,3087,160813,3,2531,0,69507,578463
BR_1639,Rural,37,3221,271183,12,15711,4,46512,566265
BR_1640,Rural,21,4772,125711,5,13227,0,161883,447848
BR_1641,Suburban,28,1604,142761,0,10028,2,59459,359401
BR_1642,Rural,34,1598,264166,1,18945,7,195514,449899
BR_1643,Suburban,17,4075,77304,3,2089,3,182798,265477
BR_1644,Suburban,51,1410,278382,3,7735,11,89757,587782
BR_1645,Urban,52,2606,268134,7,27982,0,126694,812776
BR_1646,Suburban,20,5038,138778,8,5145,0,34862,512833
BR_1647,Urban,6,4060,53103,11,3292,7,123340,53893
BR_1648,Rural,21,5167,35330,3,22494,7,134912,322086
BR_1649,Suburban,36,4171,153206,5,25880,3,60107,695210
BR_1650,Suburban,47,3273,144679,3,9559,3,113080,690240
BR_1651,Urban,12,2893,69409,3,5781,9,170497,112712
BR_1652,Urban,56,2942,246270,11,22451,10,59139,748050
BR_1653,Urban,7,4801,20184,10,21889,1,58444,254138
BR_1654,Urban,16,3880,141529,11,4391,1,153443,285966
BR_1655,Urban,24,5354,257432,8,19602,11,156324,314388
BR_1656,Rural,20,2232,75810,13,28521,5,126168,293982
BR_1657,Suburban,18,3317,98727,3,23539,7,141304,244613
BR_1658,Urban,20,3657,220122,12,15204,6,35208,432227
BR_1659,Urban,57,1305,55120,5,4252,6,109151,697061
BR_1660,Urban,53,1896,199556,13,5891,2,80585,776832
BR_1661,Suburban,47,4979,211635,12,11866,11,107680,520543
BR_1662,Suburban,53,4954,100528,8,19159,1,110206,785173
BR_1663,Rural,55,1844,206185,2,7229,9,64069,653693
BR_1664,Urban,58,3004,204168,6,29341,6,81218,767164
BR_1665,Rural,37,4702,30133,6,26800,3,179290,542293
BR_1666,Rural,34,2152,157477,0,9553,0,189232,520965
BR_1667,Urban,16,2396,233482,10,2063,0,50006,341693
BR_1668,Rural,19,1375,116993,1,3787,3,151610,372251
BR_1669,Urban,22,1479,135742,4,25475,4,64916,299818
BR_1670,Rural,32,5098,168157,7,23440,4,50667,579291
BR_1671,Urban,27,4512,55702,5,14042,0,101427,535903
BR_1672,Rural,18,4628,271147,13,10069,2,72688,371899
BR_1673,Rural,34,1929,164574,13,27951,5,39414,561248
BR_1674,Rural,37,4704,99384,12,13726,9,149668,491393
BR_1675,Suburban,49,3993,107957,12,5915,6,43564,544672
BR_1676,Urban,19,1117,296570,6,16655,10,30316,283578
BR_1677,Urban,11,4496,265579,14,14644,0,69056,294616
BR_1678,Urban,19,5301,67404,14,2092,7,184262,340570
BR_1679,Urban,56,3796,111246,2,12934,3,113353,819171
BR_1680,Suburban,46,4394,110947,5,3677,8,67239,544586
BR_1681,Urban,50,4009,51152,8,23892,10,192848,588363
BR_1682,Rural,42,3342,74325,2,24114,10,97909,527114
BR_1683,Suburban,50,1478,189839,13,5864,5,87938,614991
BR_1684,Rural,58,2689,244864,12,29057,0,61054,962117
BR_1685,Urban,48,2443,253242,12,23320,1,127821,782277
BR_1686,Rural,15,1634,153074,12,19785,2,154581,214313
BR_1687,Rural,33,3041,211309,5,19990,1,44012,553951
BR_1688,Urban,35,3155,61815,6,14148,9,107458,427521
BR_1689,Suburban,29,2468,265301,4,29985,6,43164,426348
BR_1690,Suburban,56,3353,214308,9,13263,11,31605,729394
BR_1691,Urban,58,1080,42743,12,19281,0,102254,791461
BR_1692,Suburban,28,5828,139492,7,29507,8,191188,483511
BR_1693,Urban,23,3562,150275,7,17113,1,172217,415714
BR_1694,Urban,6,5503,232204,5,6587,3,177863,214976
BR_1695,Urban,26,5378,50339,6,22097,7,41120,440917
BR_1696,Urban,24,2046,54121,2,21515,10,179625,310780
BR_1697,Urban,37,2572,61446,12,19916,2,141648,571006
BR_1698,Urban,12,2964,269380,6,24919,8,172434,265408
BR_1699,Rural,29,991,146530,6,12169,6,139140,354811
BR_1700,Suburban,50,3635,256240,3,25670,9,64865,655723
BR_1701,Rural,13,3465,103404,9,3798,11,110482,149178
BR_1702,Urban,38,3363,116666,13,26546,11,193921,430647
BR_1703,Urban,27,1106,208307,12,15782,2,95437,458307
BR_1704,Suburban,9,1331,26125,3,19735,2,133996,160903
BR_1705,Urban,59,5017,258580,13,15408,4,158557,827968
BR_1706,Urban,29,3496,272428,2,12030,4,84789,491034
BR_1707,Suburban,12,5487,198583,9,12752,9,147863,185082
BR_1708,Urban,20,858,253084,6,9051,4,123952,247980
BR_1709,Suburban,58,2373,239368,4,25242,11,35461,623345
BR_1710,Suburban,52,1940,30114,2,29567,8,82042,553450
BR_1711,Urban,49,2610,20637,5,11855,8,104548,510683
BR_1712,Urban,56,3998,58634,11,12589,5,186203,787215
BR_1713,Suburban,19,4276,55776,5,13395,10,77967,247465
BR_1714,Urban,5,5294,174672,5,14833,10,129583,205701
BR_1715,Urban,26,3362,58368,1,2598,6,165815,322579
BR_1716,Rural,7,3652,97185,12,16367,9,185519,47067
BR_1717,Urban,42,1741,276286,10,20428,7,149182,569513
BR_1718,Suburban,58,5423,208227,9,18642,8,27632,795427
BR_1719,Rural,18,2574,107762,11,22955,5,180359,294422
BR_1720,Urban,40,2221,126745,6,10003,7,52108,432932
BR_1721,Urban,22,1235,90856,12,25352,1,124572,351610
BR_1722,Urban,51,1639,256328,6,12097,9,69049,679749
BR_1723,Urban,45,4801,235730,9,29595,7,97556,736449
BR_1724,Urban,22,5255,213899,11,15207,10,61395,390644
BR_1725,Suburban,7,5759,290127,3,24560,1,174596,373406
BR_1726,Urban,14,3481,64656,10,25426,7,63270,248397
BR_1727,Suburban,53,2450,287779,5,26963,1,64190,821869
BR_1728,Rural,43,2045,268945,3,28437,2,30846,690738
BR_1729,Rural,51,3061,170694,3,13824,6,110440,673849
BR_1730,Suburban,5,1715,255113,5,2797,10,135150,24485
BR_1731,Urban,31,3439,94975,8,12695,8,164884,400541
BR_1732,Suburban,31,4689,80666,11,7713,2,95943,567061
BR_1733,Suburban,15,5281,249501,12,9311,4,142211,364467
BR_1734,Urban,53,2126,127725,14,22404,8,160839,666785
BR_1735,Urban,9,4158,162475,6,28501,6,178100,252661
BR_1736,Rural,11,2385,80477,1,7911,1,174875,229559
BR_1737,Urban,23,4168,85035,13,5954,4,35971,350087
BR_1738,Urban,33,1188,183975,5,11819,4,124242,479055
BR_1739,Urban,19,3591,158383,13,6312,8,111850,233373
BR_1740,Urban,39,4132,117561,4,10980,1,89481,660983
BR_1741,Rural,51,1503,40615,5,24023,0,88486,750229
BR_1742,Suburban,41,3620,53580,12,24563,3,89840,591205
BR_1743,Suburban,59,5759,143731,7,25163,3,104208,868542
BR_1744,Urban,16,1859,62898,7,20440,0,67991,376522
BR_1745,Urban,34,4974,175024,14,27639,9,180067,471998
BR_1746,Urban,24,2098,102790,2,17828,6,180520,301379
BR_1747,Urban,41,2101,35227,8,15952,1,56088,485409
BR_1748,Urban,7,1473,290970,5,9102,10,28177,141328
BR_1749,Suburban,13,3159,113402,6,25028,8,183419,134780
BR_1750,Urban,45,5099,35904,8,14660,6,171756,631537
BR_1751,Suburban,43,5880,145212,14,17427,11,46735,587132
BR_1752,Urban,30,4912,166468,13,24169,11,30100,409194
BR_1753,Urban,6,5371,244978,12,3447,6,175340,185500
BR_1754,Urban,27,4382,107469,6,18898,0,67691,517136
BR_1755,Rural,27,1816,74039,9,14651,8,104164,366999
BR_1756,Rural,25,1009,246957,8,20297,9,162479,296990
BR_1757,Rural,20,1298,24334,0,17112,8,49054,120411
BR_1758,Urban,13,1228,47268,12,3951,1,196270,121717
BR_1759,Urban,17,4439,84636,0,23954,9,182604,237998
BR_1760,Suburban,32,3951,85121,2,15827,8,120120,398052
BR_1761,Urban,31,2905,239742,12,10965,1,108611,523136
BR_1762,Rural,55,2353,298429,8,2328,1,184813,823208
BR_1763,Urban,56,4006,120539,0,10985,7,165521,706471
BR_1764,Urban,21,3369,237975,0,27537,2,148311,541227
BR_1765,Urban,42,3428,44136,4,24897,2,177629,627791
BR_1766,Urban,40,2676,44425,7,14884,6,182731,530852
BR_1767,Suburban,5,5794,38961,1,7973,9,159977,89189
BR_1768,Urban,22,1867,184515,3,19794,5,194886,323962
BR_1769,Urban,55,2306,91123,14,9714,6,194920,650361
BR_1770,Urban,13,3813,124249,5,3137,5,146502,227528
BR_1771,Urban,17,2467,45852,14,23050,8,97220,135340
BR_1772,Suburban,44,5388,57535,0,23541,1,190944,638883
BR_1773,Rural,59,5500,27004,14,19952,7,165448,755073
BR_1774,Rural,49,4866,178895,3,6472,10,72881,594116
